Department,Term,Weekdays,Hours
Mathematical Sciences,C18,--W---,11:00-11:50
Mathematical Sciences,C18,MTWR--,3:00-3:50
Mathematical Sciences,C18,----F-,3:00-3:50
Mathematical Sciences,C18,MT-RF-,10:00-10:50
Mathematical Sciences,C18,--W---,11:00-11:50
Mathematical Sciences,C18,MT-RF-,10:00-10:50
Mathematical Sciences,C18,--W---,10:00-10:50
Mathematical Sciences,C18,MT-RF-,9:00-9:50
Mathematical Sciences,C18,MT-RF-,1:00-1:50
Mathematical Sciences,C18,MT-RF-,2:00-2:50
Mathematical Sciences,C18,--W---,2:00-2:50
Mathematical Sciences,C18,MTWR--,12:00-12:50
Mathematical Sciences,C18,MT-RF-,12:00-12:50
Mathematical Sciences,C18,--W---,12:00-12:50
Mechanical Engineering,C18,-T-R--,11:00-11:50
Mechanical Engineering,C18,--W---,11:00-11:50
Mechanical Engineering,C18,M-W---,3:00-4:50
Mechanical Engineering,C18,-T-R--,11:00-11:50
Mechanical Engineering,C18,--W---,11:00-11:50
Mechanical Engineering,C18,-T-R--,9:00-10:50
Mechanical Engineering,C18,-T-R--,11:00-11:50
Mechanical Engineering,C18,--W---,11:00-11:50
Mechanical Engineering,C18,-T-R--,1:00-2:50
Mechanical Engineering,C18,-T-R--,11:00-11:50
Mechanical Engineering,C18,--W---,11:00-11:50
Mechanical Engineering,C18,-T-R--,3:00-4:50
Mechanical Engineering,C18,MTW---,9:00-9:50
Mechanical Engineering,C18,---R--,1:00-2:50
Mechanical Engineering,C18,MTW---,9:00-9:50
Mechanical Engineering,C18,---R--,8:00-9:50
Mechanical Engineering,C18,MT-RF-,1:00-1:50
Mechanical Engineering,C18,---R--,3:00-3:50
Mechanical Engineering,C18,MT-RF-,1:00-1:50
Mechanical Engineering,C18,---R--,4:00-4:50
Mechanical Engineering,C18,MT-R--,9:00-9:50
Mechanical Engineering,C18,----F-,9:00-10:50
Mechanical Engineering,C18,MTWRF-,9:00-9:50
Mechanical Engineering,C18,M-W---,12:00-12:50
Mechanical Engineering,C18,-T-R--,9:00-10:50
Mechanical Engineering,C18,M-W---,12:00-12:50
Mechanical Engineering,C18,-T-R--,12:00-1:50
Mechanical Engineering,C18,M-W---,12:00-12:50
Mechanical Engineering,C18,-T-R--,3:00-4:50
Mechanical Engineering,C18,MT-RF-,4:00-4:50
Mechanical Engineering,C18,MT-RF-,3:00-3:50
Mechanical Engineering,C18,--W---,3:00-4:50
Mechanical Engineering,C18,MT-RF-,1:00-1:50
Mechanical Engineering,C18,MT-RF-,2:00-2:50
Mechanical Engineering,C18,MT-RF-,10:00-10:50
Military Science (Army ROTC),C18,,10:00-10:50
Military Science (Army ROTC),C18,M-W-F-,6:15-7:15
Military Science (Army ROTC),C18,-T----,6:00-7:50
Military Science (Army ROTC),C18,-T----,7:30-9:30
Military Science (Army ROTC),C18,M-W-F-,6:15-7:15
Military Science (Army ROTC),C18,-T----,6:00-7:50
Military Science (Army ROTC),C18,--W---,7:30-9:30
Military Science (Army ROTC),C18,M-W-F-,6:15-7:15
Military Science (Army ROTC),C18,-T----,6:00-7:50
Military Science (Army ROTC),C18,--W---,7:30-9:30
Military Science (Army ROTC),C18,--W---,10:00-10:50
Military Science (Army ROTC),C18,M-W-F-,6:15-7:15
Military Science (Army ROTC),C18,-T----,6:00-7:50
Physical Education & Athletics,C18,M-W---,10:00-10:50
Physical Education & Athletics,C18,-T-R--,1:00-1:50
Physical Education & Athletics,C18,-T-R--,9:00-9:50
Physical Education & Athletics,C18,-T-R--,11:00-11:50
Physical Education & Athletics,C18,-T-R--,1:00-1:50
Physical Education & Athletics,C18,M-W---,1:00-1:50
Physical Education & Athletics,C18,-T-R--,2:00-2:50
Physical Education & Athletics,C18,M---F-,1:00-1:50
Physical Education & Athletics,C18,-T-R--,9:00-9:50
Physical Education & Athletics,C18,-T-R--,10:00-10:50
Physical Education & Athletics,C18,M-W---,9:00-9:50
Physical Education & Athletics,C18,-T-R--,10:00-10:50
Physical Education & Athletics,C18,-T-R--,11:00-11:50
Physical Education & Athletics,C18,-T-R--,1:00-1:50
Physical Education & Athletics,C18,M-W---,2:00-2:50
Physical Education & Athletics,C18,M---F-,11:00-11:50
Physical Education & Athletics,C18,-T-R--,12:00-12:50
Physical Education & Athletics,C18,-T-R--,11:00-11:50
Physical Education & Athletics,C18,-T-R--,1:00-1:50
Physical Education & Athletics,C18,M-W---,9:00-9:50
Physical Education & Athletics,C18,-T-R--,10:00-10:50
Physical Education & Athletics,C18,M-W---,10:00-10:50
Physical Education & Athletics,C18,--W-F-,1:00-1:50
Physical Education & Athletics,C18,M-W---,2:00-2:50
Physical Education & Athletics,C18,-T-R--,10:00-10:50
Physical Education & Athletics,C18,M---F-,10:00-10:50
Physical Education & Athletics,C18,-T-R--,1:00-1:50
Physical Education & Athletics,C18,M-W---,11:00-11:50
Physical Education & Athletics,C18,M-W---,7:30-8:20
Physical Education & Athletics,C18,--W-F-,8:00-8:50
Physics,C18,M-W-F-,10:00-10:50
Physics,C18,-T-R--,9:00-9:50
Physics,C18,--W-F-,9:00-9:50
Physics,C18,M-W-F-,10:00-10:50
Physics,C18,-T-R--,11:00-11:50
Physics,C18,--W-F-,11:00-11:50
Physics,C18,M-W-F-,10:00-10:50
Physics,C18,-T-R--,1:00-1:50
Physics,C18,--W-F-,1:00-1:50
Physics,C18,M-W-F-,10:00-10:50
Physics,C18,-T-R--,2:00-2:50
Physics,C18,--W-F-,2:00-2:50
Physics,C18,M-W-F-,10:00-10:50
Physics,C18,-T-R--,3:00-3:50
Physics,C18,--W-F-,3:00-3:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,9:00-9:50
Physics,C18,-T-R--,10:00-10:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,10:00-10:50
Physics,C18,-T-R--,11:00-11:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,12:00-12:50
Physics,C18,-T-R--,1:00-1:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,1:00-1:50
Physics,C18,-T-R--,2:00-2:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,2:00-2:50
Physics,C18,-T-R--,3:00-3:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,3:00-3:50
Physics,C18,-T-R--,4:00-4:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,1:00-1:50
Physics,C18,--W-F-,2:00-2:50
Physics,C18,M-W-F-,1:00-1:50
Physics,C18,-T-R--,1:00-1:50
Physics,C18,--W-F-,3:00-3:50
Physics,C18,--W---,9:00-9:50
Physics,C18,-T--F-,9:00-10:50
Physics,C18,M-W-F-,2:00-2:50
Physics,C18,-T-R--,10:00-10:50
Physics,C18,-T-R--,11:00-11:50
Physics,C18,M-W-F-,2:00-2:50
Physics,C18,-T-R--,12:00-12:50
Physics,C18,-T-R--,1:00-1:50
Physics,C18,M-W-F-,2:00-2:50
Physics,C18,-T-R--,1:00-1:50
Physics,C18,-T-R--,2:00-2:50
Physics,C18,M-W-F-,2:00-2:50
Physics,C18,-T-R--,2:00-2:50
Physics,C18,-T-R--,3:00-3:50
Physics,C18,MT-RF-,2:00-2:50
Physics,C18,MT-RF-,11:00-11:50
Physics,C18,MT-RF-,2:00-2:50
Physics,C18,MT-RF-,12:00-12:50
Physics,C18,MT-RF-,3:00-3:50
Physics,C18,MT-RF-,11:00-11:50
Robotics Engineering,C18,MT-RF-,12:00-12:50
Robotics Engineering,C18,--W---,8:00-9:50
Robotics Engineering,C18,MT-RF-,12:00-12:50
Robotics Engineering,C18,--W---,10:00-11:50
Robotics Engineering,C18,MT-RF-,3:00-3:50
Robotics Engineering,C18,---R--,8:00-9:50
Robotics Engineering,C18,MT-RF-,3:00-3:50
Robotics Engineering,C18,---R--,10:00-11:50
Robotics Engineering,C18,MT-RF-,3:00-3:50
Robotics Engineering,C18,---R--,1:00-2:50
Robotics Engineering,C18,MT-RF-,11:00-11:50
Robotics Engineering,C18,--W---,1:00-2:50
Robotics Engineering,C18,MT-RF-,11:00-11:50
Robotics Engineering,C18,--W---,3:00-4:50
Robotics Engineering,C18,M--R--,3:00-4:50
Robotics Engineering,C18,MT-RF-,3:00-3:50
Robotics Engineering,C18,--W---,3:00-4:50
Social Science/Policy Studies,C18,-T--F-,9:00-10:50
Social Science/Policy Studies,C18,-T--F-,1:00-2:50
Social Science/Policy Studies,C18,M--R--,8:00-9:50
Social Science/Policy Studies,C18,-T--F-,9:00-10:50
Social Science/Policy Studies,C18,M--R--,1:00-2:50
Social Science/Policy Studies,C18,M--R--,3:00-4:50
Social Science/Policy Studies,C18,-T--F-,10:00-11:50
Social Science/Policy Studies,C18,-T--F-,3:00-4:50
Social Science/Policy Studies,C18,M--R--,10:00-11:50
Social Science/Policy Studies,C18,-T--F-,2:00-3:50
Social Science/Policy Studies,C18,M--R--,11:00-12:50
Aerospace Engineering,D18,MT-RF-,8:00-8:50
Aerospace Engineering,D18,MTWRF-,11:00-11:50
Aerospace Engineering,D18,MT-RF-,9:00-9:50
Aerospace Engineering,D18,--W---,9:00-9:50
Aerospace Engineering,D18,M-W---,1:00-1:50
Aerospace Engineering,D18,-T-R--,9:00-10:50
Aerospace Engineering,D18,M-W---,1:00-1:50
Aerospace Engineering,D18,-T-R--,11:00-12:50
Aerospace Engineering,D18,M-W---,1:00-1:50
Aerospace Engineering,D18,-T-R--,1:00-2:50
Aerospace Engineering,D18,--W---,11:00-11:50
Aerospace Engineering,D18,MT-RF-,11:00-11:50
Aerospace Engineering,D18,MT-RF-,1:00-1:50
Aerospace Engineering,D18,--W---,1:00-1:50
Aerospace Studies  (AFROTC),D18,--W---,2:00-2:50
Aerospace Studies  (AFROTC),D18,--W---,3:00-5:00
Aerospace Studies  (AFROTC),D18,---R--,4:00-5:00
Aerospace Studies  (AFROTC),D18,--W---,3:00-5:00
Aerospace Studies  (AFROTC),D18,-T-R--,7:30-8:50
Aerospace Studies  (AFROTC),D18,--W---,3:00-5:50
Aerospace Studies  (AFROTC),D18,MT----,4:00-6:20
Aerospace Studies  (AFROTC),D18,--W---,3:00-5:50
Bioinformatics & Comput'nl Bio,D18,MTWRF-,12:00-12:50
Biology/ Biotechnology,D18,MT-RF-,2:00-2:50
Biology/ Biotechnology,D18,MT--F-,9:00-9:50
Biology/ Biotechnology,D18,---R--,9:00-9:50
Biology/ Biotechnology,D18,MT--F-,9:00-9:50
Biology/ Biotechnology,D18,---R--,11:00-11:50
Biology/ Biotechnology,D18,--W---,9:00-9:50
Biology/ Biotechnology,D18,MT-RF-,9:00-9:50
Biology/ Biotechnology,D18,MT--F-,2:00-2:50
Biology/ Biotechnology,D18,---R--,2:00-2:50
Biology/ Biotechnology,D18,MT--F-,2:00-2:50
Biology/ Biotechnology,D18,---R--,3:00-3:50
Biology/ Biotechnology,D18,MT--F-,2:00-2:50
Biology/ Biotechnology,D18,---R--,4:00-4:50
Biology/ Biotechnology,D18,MT-RF-,12:00-12:50
Biology/ Biotechnology,D18,MT-RF-,4:00-4:50
Biology/ Biotechnology,D18,M--R--,9:00-10:50
Biology/ Biotechnology,D18,M--R--,12:00-1:50
Biology/ Biotechnology,D18,M--R--,3:00-4:50
Biology/ Biotechnology,D18,MTWRF-,12:00-12:50
Biology/ Biotechnology,D18,-T--F-,2:00-3:50
Biology/ Biotechnology,D18,-T--F-,1:00-3:50
Biology/ Biotechnology,D18,M--R--,9:00-11:50
Biology/ Biotechnology,D18,-T--F-,1:00-3:50
Biology/ Biotechnology,D18,-TW---,1:00-3:50
Biology/ Biotechnology,D18,--WR--,9:00-11:50
Biology/ Biotechnology,D18,MT--F-,9:00-11:50
Biology/ Biotechnology,D18,MT-RF-,10:00-10:50
Biology/ Biotechnology,D18,--W---,12:00-12:50
Biology/ Biotechnology,D18,MT-RF-,10:00-10:50
Biology/ Biotechnology,D18,--W---,1:00-1:50
Biology/ Biotechnology,D18,M--R--,9:00-10:50
Biology/ Biotechnology,D18,----F-,9:00-9:50
Biomedical Engineering,D18,MT-RF-,3:00-3:50
Biomedical Engineering,D18,--W---,1:00-1:50
Biomedical Engineering,D18,--W---,2:00-3:50
Biomedical Engineering,D18,MTWR--,9:00-9:50
Biomedical Engineering,D18,----F-,9:00-10:50
Biomedical Engineering,D18,----F-,9:00-10:50
Biomedical Engineering,D18,MTWR--,9:00-9:50
Biomedical Engineering,D18,----F-,1:00-2:50
Biomedical Engineering,D18,----F-,1:00-2:50
Biomedical Engineering,D18,-TWR--,2:00-2:50
Biomedical Engineering,D18,-TWR--,10:00-10:50
Biomedical Engineering,D18,---R--,10:00-11:50
Biomedical Engineering,D18,---R--,11:00-11:50
Biomedical Engineering,D18,-T----,10:00-11:50
Biomedical Engineering,D18,-T----,11:00-11:50
Biomedical Engineering,D18,-T----,2:00-3:50
Biomedical Engineering,D18,MT-RF-,1:00-1:50
Biomedical Engineering,D18,MT-RF-,9:00-9:50
Biomedical Engineering,D18,MT-RF-,10:00-10:50
"Business, School of",D18,-T--F-,2:00-3:50
"Business, School of",D18,----F-,8:00-9:50
"Business, School of",D18,-T----,8:00-9:50
"Business, School of",D18,M--R--,8:00-9:50
"Business, School of",D18,M--R--,12:00-1:50
"Business, School of",D18,-T--F-,12:00-1:50
"Business, School of",D18,M--R--,2:00-3:50
"Business, School of",D18,M--R--,12:00-1:50
"Business, School of",D18,M--R--,10:00-11:50
"Business, School of",D18,-T--F-,2:00-3:50
"Business, School of",D18,-T--F-,10:00-11:50
"Business, School of",D18,M--R--,10:00-11:50
"Business, School of",D18,-T--F-,12:00-1:50
"Business, School of",D18,-T--F-,10:00-11:50
"Business, School of",D18,--W---,9:00-12:50
Chemical Engineering,D18,-T-R--,12:00-1:50
Chemical Engineering,D18,M---F-,12:00-12:50
Chemical Engineering,D18,-T-R--,12:00-1:50
Chemical Engineering,D18,M---F-,12:00-12:50
Chemical Engineering,D18,MTWRF-,10:00-10:50
Chemical Engineering,D18,MT--F-,2:00-2:50
Chemical Engineering,D18,-T----,3:00-3:50
Chemical Engineering,D18,---R--,2:00-3:50
Chemical Engineering,D18,MT-RF-,11:00-11:50
Chemical Engineering,D18,---R--,7:00-7:50
Chemical Engineering,D18,M-W---,8:00-8:50
Chemistry and Biochemistry,D18,MTWRF-,11:00-11:50
Chemistry and Biochemistry,D18,MTWRF-,8:00-8:50
Chemistry and Biochemistry,D18,--W---,9:00-9:50
Chemistry and Biochemistry,D18,--W---,10:00-10:50
Chemistry and Biochemistry,D18,--W---,12:00-12:50
Chemistry and Biochemistry,D18,--W---,1:00-1:50
Chemistry and Biochemistry,D18,M--R--,8:00-9:50
Chemistry and Biochemistry,D18,M--R--,10:00-11:50
Chemistry and Biochemistry,D18,M--R--,12:00-1:50
Chemistry and Biochemistry,D18,M--R--,2:00-3:50
Chemistry and Biochemistry,D18,-T--F-,8:00-9:50
Chemistry and Biochemistry,D18,-T--F-,10:00-11:50
Chemistry and Biochemistry,D18,-T--F-,12:00-1:50
Chemistry and Biochemistry,D18,-T--F-,2:00-3:50
Chemistry and Biochemistry,D18,MTWRF-,8:00-8:50
Chemistry and Biochemistry,D18,-T-R--,9:00-11:50
Chemistry and Biochemistry,D18,-T-R--,12:00-2:50
Chemistry and Biochemistry,D18,-T-R--,3:00-5:50
Chemistry and Biochemistry,D18,--W-F-,9:00-11:50
Chemistry and Biochemistry,D18,--W-F-,12:00-2:50
Chemistry and Biochemistry,D18,--W-F-,3:00-5:50
Chemistry and Biochemistry,D18,MTWRF-,8:00-8:50
Chemistry and Biochemistry,D18,-T----,9:00-9:50
Chemistry and Biochemistry,D18,M-W-F-,11:00-1:50
Chemistry and Biochemistry,D18,-T----,9:00-9:50
Chemistry and Biochemistry,D18,M-W-F-,8:00-10:50
Chemistry and Biochemistry,D18,--W---,2:00-2:50
Chemistry and Biochemistry,D18,MT-R--,2:00-4:50
Chemistry and Biochemistry,D18,MTWRF-,4:00-4:50
Chemistry and Biochemistry,D18,-TWR--,10:00-12:50
Chemistry and Biochemistry,D18,-TWR--,1:00-3:50
Chemistry and Biochemistry,D18,-T----,12:00-12:50
Chemistry and Biochemistry,D18,M--R--,9:00-10:50
Chemistry and Biochemistry,D18,----F-,9:00-9:50
Chemistry and Biochemistry,D18,-T--F-,11:00-12:50
Chemistry and Biochemistry,D18,MTWRF-,10:00-10:50
Civil & Environmental Engr,D18,--W---,4:00-6:50
Civil & Environmental Engr,D18,--W---,4:00-5:50
Civil & Environmental Engr,D18,-T-R--,9:00-11:50
Civil & Environmental Engr,D18,-T--F-,2:00-3:50
Civil & Environmental Engr,D18,M-W---,1:00-3:50
Civil & Environmental Engr,D18,MT-RF-,9:00-9:50
Civil & Environmental Engr,D18,MT-RF-,1:00-1:50
Civil & Environmental Engr,D18,M---F-,9:00-10:50
Civil & Environmental Engr,D18,--W---,9:00-10:50
Civil & Environmental Engr,D18,M---F-,11:00-12:50
Civil & Environmental Engr,D18,--W---,11:00-12:50
Civil & Environmental Engr,D18,MT-RF-,11:00-11:50
Civil & Environmental Engr,D18,MT-RF-,10:00-10:50
Civil & Environmental Engr,D18,MTWRF-,10:00-10:50
Civil & Environmental Engr,D18,MT-RF-,2:00-2:50
Civil & Environmental Engr,D18,MT-RF-,9:00-9:50
Civil & Environmental Engr,D18,--W---,1:00-3:30
Civil & Environmental Engr,D18,MT-RF-,12:00-12:50
Civil & Environmental Engr,D18,-T----,1:00-3:50
Civil & Environmental Engr,D18,MT-RF-,12:00-12:50
Civil & Environmental Engr,D18,--W---,1:00-3:50
Civil & Environmental Engr,D18,MT-RF-,11:00-11:50
Civil & Environmental Engr,D18,MT-RF-,9:00-9:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,9:00-9:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,10:00-10:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,11:00-11:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,8:00-8:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,12:00-12:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,11:00-11:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,1:00-1:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,--W---,10:00-10:50
Computer Science,D18,MT-RF-,12:00-12:50
Computer Science,D18,--W---,1:00-1:50
Computer Science,D18,--W---,2:00-2:50
Computer Science,D18,--W---,3:00-3:50
Computer Science,D18,--W---,4:00-4:50
Computer Science,D18,MT-RF-,2:00-2:50
Computer Science,D18,--W---,8:00-8:50
Computer Science,D18,MT-RF-,2:00-2:50
Computer Science,D18,--W---,9:00-9:50
Computer Science,D18,MT-RF-,2:00-2:50
Computer Science,D18,--W---,10:00-10:50
Computer Science,D18,MT-RF-,2:00-2:50
Computer Science,D18,--W---,11:00-11:50
Computer Science,D18,MT-RF-,10:00-10:50
Computer Science,D18,MT-RF-,3:00-3:50
Computer Science,D18,M--R--,11:00-12:50
Computer Science,D18,--W---,2:00-2:50
Computer Science,D18,M--R--,11:00-12:50
Computer Science,D18,--W---,3:00-3:50
Computer Science,D18,M--R--,11:00-12:50
Computer Science,D18,--W---,4:00-4:50
Computer Science,D18,MT-RF-,12:00-12:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,-T--F-,4:00-5:50
Computer Science,D18,M--R--,4:00-5:50
Computer Science,D18,MT-RF-,12:00-12:50
Computer Science,D18,--W---,12:00-1:50
Computer Science,D18,MT-RF-,3:00-3:50
Computer Science,D18,--W---,3:00-4:50
Computer Science,D18,MT-RF-,3:00-3:50
Computer Science,D18,M--R--,2:00-3:50
Computer Science,D18,MT-RF-,9:00-9:50
Computer Science,D18,M--R--,11:00-12:50
Computer Science,D18,MT-RF-,1:00-1:50
Data Science,D18,MT-RF-,2:00-2:50
Electrical & Computer Engr,D18,MT-RF-,1:00-1:50
Electrical & Computer Engr,D18,---R--,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,1:00-1:50
Electrical & Computer Engr,D18,MT-RF-,2:00-4:50
Electrical & Computer Engr,D18,MT-RF-,1:00-1:50
Electrical & Computer Engr,D18,---R--,2:00-4:50
Electrical & Computer Engr,D18,MT-RF-,1:00-1:50
Electrical & Computer Engr,D18,-T----,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,1:00-1:50
Electrical & Computer Engr,D18,----F-,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,12:00-12:50
Electrical & Computer Engr,D18,--W---,11:00-1:50
Electrical & Computer Engr,D18,MT-RF-,12:00-12:50
Electrical & Computer Engr,D18,--W---,2:00-4:50
Electrical & Computer Engr,D18,MT-RF-,12:00-12:50
Electrical & Computer Engr,D18,--W---,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,10:00-10:50
Electrical & Computer Engr,D18,--W---,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,10:00-10:50
Electrical & Computer Engr,D18,--W---,2:00-4:50
Electrical & Computer Engr,D18,MT-RF-,3:00-3:50
Electrical & Computer Engr,D18,MTWRF-,4:00-4:50
Electrical & Computer Engr,D18,MT-RF-,10:00-10:50
Electrical & Computer Engr,D18,--W---,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,10:00-10:50
Electrical & Computer Engr,D18,--W---,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,10:00-10:50
Electrical & Computer Engr,D18,--W---,8:00-10:50
Electrical & Computer Engr,D18,MT-RF-,4:00-4:50
Electrical & Computer Engr,D18,MT-RF-,11:00-11:50
Electrical & Computer Engr,D18,--W---,11:00-1:50
Electrical & Computer Engr,D18,MT-RF-,11:00-11:50
Electrical & Computer Engr,D18,--W---,8:00-10:50
Electrical & Computer Engr,D18,MTWRF-,2:00-2:50
Electrical & Computer Engr,D18,MT-RF-,9:00-9:50
Electrical & Computer Engr,D18,---R--,2:00-4:50
Electrical & Computer Engr,D18,MT-RF-,9:00-9:50
Electrical & Computer Engr,D18,---R--,10:00-12:50
Engineering Science,D18,-T--F-,12:00-12:50
Engineering Science,D18,M-W---,1:00-2:50
Engineering Science,D18,-T--F-,12:00-12:50
Engineering Science,D18,M--R--,10:00-11:50
Engineering Science,D18,M-W---,12:00-12:50
Engineering Science,D18,-T--F-,10:00-11:50
Engineering Science,D18,M-W---,12:00-12:50
Engineering Science,D18,-T--F-,1:00-2:50
Engineering Science,D18,MT-RF-,3:00-3:50
Engineering Science,D18,--W---,3:00-3:50
Engineering Science,D18,MT-RF-,11:00-11:50
Engineering Science,D18,--W---,11:00-11:50
Engineering Science,D18,MT-RF-,8:00-8:50
Engineering Science,D18,--W---,8:00-8:50
Engineering Science,D18,-T--F-,12:00-1:50
Engineering Science,D18,MT-RF-,8:00-8:50
Engineering Science,D18,--W---,8:00-9:50
Engineering Science,D18,MT-RF-,9:00-9:50
Engineering Science,D18,--W---,9:00-9:50
Engineering Science,D18,MTWRF-,10:00-10:50
Engineering Science,D18,MTWRF-,10:00-10:50
Engineering Science,D18,MTWRF-,10:00-10:50
Engineering Science,D18,MT-RF-,9:00-9:50
Engineering Science,D18,--W---,9:00-9:50
Engineering Science,D18,MT-RF-,11:00-11:50
Engineering Science,D18,--W---,11:00-11:50
Engineering Science,D18,MT-RF-,12:00-12:50
Engineering Science,D18,--W---,12:00-12:50
Engineering Science,D18,MTWRF-,9:00-9:50
Fire Protection Engineering,D18,M--R--,2:00-3:50
Humanities and Arts,D18,MT-RF-,9:00-9:50
Humanities and Arts,D18,M--R--,11:00-12:50
Humanities and Arts,D18,M--R--,10:00-11:50
Humanities and Arts,D18,-T-R--,3:00-4:50
Humanities and Arts,D18,---R--,5:30-9:30
Humanities and Arts,D18,---R--,10:00-4:00
Humanities and Arts,D18,M--R--,1:00-2:50
Humanities and Arts,D18,-T--F-,12:00-1:50
Humanities and Arts,D18,M--R--,12:00-1:50
Humanities and Arts,D18,-T--F-,10:00-11:50
Humanities and Arts,D18,MT-RF-,1:00-1:50
Humanities and Arts,D18,MT-RF-,2:00-2:50
Humanities and Arts,D18,MT-RF-,12:00-12:50
Humanities and Arts,D18,-T--F-,3:00-4:50
Humanities and Arts,D18,-T--F-,3:00-4:50
Humanities and Arts,D18,MT-RF-,10:00-10:50
Humanities and Arts,D18,-T--F-,9:00-10:50
Humanities and Arts,D18,M--R--,12:00-1:50
Humanities and Arts,D18,-T--F-,12:00-1:50
Humanities and Arts,D18,MT-RF-,10:00-10:50
Humanities and Arts,D18,MT-RF-,1:00-1:50
Humanities and Arts,D18,MT-RF-,9:00-9:50
Humanities and Arts,D18,-T--F-,3:00-4:50
Humanities and Arts,D18,MT-RF-,11:00-11:50
Humanities and Arts,D18,-T--F-,11:00-12:50
Humanities and Arts,D18,M--R--,12:00-1:50
Humanities and Arts,D18,-T--F-,10:00-11:50
Humanities and Arts,D18,M--R--,1:00-2:50
Humanities and Arts,D18,-T--F-,3:00-4:50
Humanities and Arts,D18,M--R--,12:00-1:50
Humanities and Arts,D18,-T--F-,12:00-1:50
Humanities and Arts,D18,---R--,10:00-11:50
Humanities and Arts,D18,-T----,2:00-3:50
Humanities and Arts,D18,-T----,10:00-11:50
Humanities and Arts,D18,-T----,10:00-11:50
Humanities and Arts,D18,----F-,9:00-10:50
Humanities and Arts,D18,----F-,12:00-1:50
Humanities and Arts,D18,-T----,8:00-9:50
Humanities and Arts,D18,--W---,1:00-2:50
Humanities and Arts,D18,-T----,1:00-2:50
Humanities and Arts,D18,-T----,12:00-1:50
Humanities and Arts,D18,-T----,10:00-11:50
Humanities and Arts,D18,--W---,11:00-12:50
Humanities and Arts,D18,-T----,12:00-1:50
Humanities and Arts,D18,---R--,11:00-12:50
Humanities and Arts,D18,---R--,12:00-1:50
Humanities and Arts,D18,--W---,3:00-4:50
Humanities and Arts,D18,--W---,9:00-10:50
Humanities and Arts,D18,---R--,8:00-9:50
Humanities and Arts,D18,---R--,1:00-2:50
Humanities and Arts,D18,--W---,1:00-2:50
Humanities and Arts,D18,----F-,2:00-3:50
Humanities and Arts,D18,--W---,1:00-2:50
Humanities and Arts,D18,---R--,2:00-3:50
Humanities and Arts,D18,-T----,9:00-10:50
Humanities and Arts,D18,-T----,11:00-12:50
Humanities and Arts,D18,---R--,1:00-2:50
Humanities and Arts,D18,--W---,1:00-2:50
Humanities and Arts,D18,-T--F-,2:00-3:50
Humanities and Arts,D18,M--R--,2:00-3:50
Humanities and Arts,D18,-T--F-,9:00-10:50
Humanities and Arts,D18,MT-RF-,10:00-10:50
Humanities and Arts,D18,MT-RF-,11:00-11:50
Humanities and Arts,D18,MT-RF-,12:00-12:50
Humanities and Arts,D18,MT-RF-,9:00-9:50
Humanities and Arts,D18,--W---,10:00-12:50
Humanities and Arts,D18,---R--,1:00-3:50
Humanities and Arts,D18,--W---,1:00-3:50
Humanities and Arts,D18,M--R--,1:00-2:50
Humanities and Arts,D18,M--R--,2:00-3:50
Humanities and Arts,D18,-T--F-,11:00-12:50
Humanities and Arts,D18,M--R--,3:00-4:50
Humanities and Arts,D18,-T--F-,12:00-1:50
Humanities and Arts,D18,MT-RF-,10:00-10:50
Humanities and Arts,D18,MT-RF-,9:00-9:50
Humanities and Arts,D18,MT-RF-,10:00-10:50
Humanities and Arts,D18,MT-RF-,1:00-1:50
Humanities and Arts,D18,MT-RF-,2:00-2:50
Humanities and Arts,D18,MT-RF-,11:00-11:50
Humanities and Arts,D18,M--R--,3:00-4:50
Humanities and Arts,D18,M--R--,10:00-11:50
Humanities and Arts,D18,-T--F-,9:00-10:50
Humanities and Arts,D18,-T--F-,3:00-4:50
